"commune","time","nationality","age","value"
"Vienna 8th district, Josefstadt <908> ",2007,"Other.","16.years.old.","14"
"Vienna 8th district, Josefstadt <908> ",2008,"Other.","16.years.old.","17"
"Vienna 8th district, Josefstadt <908> ",2009,"Other.","16.years.old.","19"
"Vienna 8th district, Josefstadt <908> ",2010,"Other.","16.years.old.","16"
"Vienna 8th district, Josefstadt <908> ",2011,"Other.","16.years.old.","19"
"Vienna 8th district, Josefstadt <908> ",2012,"Other.","16.years.old.","10"
"Vienna 8th district, Josefstadt <908> ",2013,"Other.","16.years.old.","17"
"Vienna 8th district, Josefstadt <908> ",2014,"Other.","16.years.old.","27"
"Vienna 8th district, Josefstadt <908> ",2015,"Other.","16.years.old.","20"
"Vienna 9th district, Alsergrund <909> ",1971,"Other.","16.years.old.","11"
"Vienna 9th district, Alsergrund <909> ",1981,"Other.","16.years.old.","17"
"Vienna 9th district, Alsergrund <909> ",1991,"Other.","16.years.old.","8"
"Vienna 9th district, Alsergrund <909> ",2001,"Other.","16.years.old.","30"
"Vienna 9th district, Alsergrund <909> ",2002,"Other.","16.years.old.","25"
"Vienna 9th district, Alsergrund <909> ",2003,"Other.","16.years.old.","28"
"Vienna 9th district, Alsergrund <909> ",2004,"Other.","16.years.old.","60"
"Vienna 9th district, Alsergrund <909> ",2005,"Other.","16.years.old.","34"
"Vienna 9th district, Alsergrund <909> ",2006,"Other.","16.years.old.","35"
"Vienna 9th district, Alsergrund <909> ",2007,"Other.","16.years.old.","25"
"Vienna 9th district, Alsergrund <909> ",2008,"Other.","16.years.old.","28"
"Vienna 9th district, Alsergrund <909> ",2009,"Other.","16.years.old.","26"
"Vienna 9th district, Alsergrund <909> ",2010,"Other.","16.years.old.","51"
"Vienna 9th district, Alsergrund <909> ",2011,"Other.","16.years.old.","32"
"Vienna 9th district, Alsergrund <909> ",2012,"Other.","16.years.old.","32"
"Vienna 9th district, Alsergrund <909> ",2013,"Other.","16.years.old.","37"
"Vienna 9th district, Alsergrund <909> ",2014,"Other.","16.years.old.","46"
"Vienna 9th district, Alsergrund <909> ",2015,"Other.","16.years.old.","67"
"Vienna 10th district, Favoriten <910> ",1971,"Other.","16.years.old.","18"
"Vienna 10th district, Favoriten <910> ",1981,"Other.","16.years.old.","11"
"Vienna 10th district, Favoriten <910> ",1991,"Other.","16.years.old.","20"
"Vienna 10th district, Favoriten <910> ",2001,"Other.","16.years.old.","79"
"Vienna 10th district, Favoriten <910> ",2002,"Other.","16.years.old.","65"
"Vienna 10th district, Favoriten <910> ",2003,"Other.","16.years.old.","111"
"Vienna 10th district, Favoriten <910> ",2004,"Other.","16.years.old.","101"
"Vienna 10th district, Favoriten <910> ",2005,"Other.","16.years.old.","97"
"Vienna 10th district, Favoriten <910> ",2006,"Other.","16.years.old.","84"
"Vienna 10th district, Favoriten <910> ",2007,"Other.","16.years.old.","97"
"Vienna 10th district, Favoriten <910> ",2008,"Other.","16.years.old.","105"
"Vienna 10th district, Favoriten <910> ",2009,"Other.","16.years.old.","110"
"Vienna 10th district, Favoriten <910> ",2010,"Other.","16.years.old.","139"
"Vienna 10th district, Favoriten <910> ",2011,"Other.","16.years.old.","157"
"Vienna 10th district, Favoriten <910> ",2012,"Other.","16.years.old.","149"
"Vienna 10th district, Favoriten <910> ",2013,"Other.","16.years.old.","214"
"Vienna 10th district, Favoriten <910> ",2014,"Other.","16.years.old.","215"
"Vienna 10th district, Favoriten <910> ",2015,"Other.","16.years.old.","251"
"Vienna 11th district, Simmering <911> ",1971,"Other.","16.years.old.","5"
"Vienna 11th district, Simmering <911> ",1981,"Other.","16.years.old.","10"
"Vienna 11th district, Simmering <911> ",1991,"Other.","16.years.old.","16"
"Vienna 11th district, Simmering <911> ",2001,"Other.","16.years.old.","36"
"Vienna 11th district, Simmering <911> ",2002,"Other.","16.years.old.","35"
"Vienna 11th district, Simmering <911> ",2003,"Other.","16.years.old.","59"
"Vienna 11th district, Simmering <911> ",2004,"Other.","16.years.old.","66"
"Vienna 11th district, Simmering <911> ",2005,"Other.","16.years.old.","50"
"Vienna 11th district, Simmering <911> ",2006,"Other.","16.years.old.","45"
"Vienna 11th district, Simmering <911> ",2007,"Other.","16.years.old.","55"
"Vienna 11th district, Simmering <911> ",2008,"Other.","16.years.old.","60"
"Vienna 11th district, Simmering <911> ",2009,"Other.","16.years.old.","64"
"Vienna 11th district, Simmering <911> ",2010,"Other.","16.years.old.","73"
"Vienna 11th district, Simmering <911> ",2011,"Other.","16.years.old.","73"
"Vienna 11th district, Simmering <911> ",2012,"Other.","16.years.old.","78"
"Vienna 11th district, Simmering <911> ",2013,"Other.","16.years.old.","78"
"Vienna 11th district, Simmering <911> ",2014,"Other.","16.years.old.","89"
"Vienna 11th district, Simmering <911> ",2015,"Other.","16.years.old.","98"
"Vienna 12th district, Meidling <912> ",1971,"Other.","16.years.old.","9"
"Vienna 12th district, Meidling <912> ",1981,"Other.","16.years.old.","10"
"Vienna 12th district, Meidling <912> ",1991,"Other.","16.years.old.","13"
"Vienna 12th district, Meidling <912> ",2001,"Other.","16.years.old.","34"
"Vienna 12th district, Meidling <912> ",2002,"Other.","16.years.old.","30"
"Vienna 12th district, Meidling <912> ",2003,"Other.","16.years.old.","40"
"Vienna 12th district, Meidling <912> ",2004,"Other.","16.years.old.","37"
"Vienna 12th district, Meidling <912> ",2005,"Other.","16.years.old.","54"
"Vienna 12th district, Meidling <912> ",2006,"Other.","16.years.old.","41"
"Vienna 12th district, Meidling <912> ",2007,"Other.","16.years.old.","47"
"Vienna 12th district, Meidling <912> ",2008,"Other.","16.years.old.","52"
"Vienna 12th district, Meidling <912> ",2009,"Other.","16.years.old.","60"
"Vienna 12th district, Meidling <912> ",2010,"Other.","16.years.old.","46"
"Vienna 12th district, Meidling <912> ",2011,"Other.","16.years.old.","89"
"Vienna 12th district, Meidling <912> ",2012,"Other.","16.years.old.","77"
"Vienna 12th district, Meidling <912> ",2013,"Other.","16.years.old.","71"
"Vienna 12th district, Meidling <912> ",2014,"Other.","16.years.old.","111"
"Vienna 12th district, Meidling <912> ",2015,"Other.","16.years.old.","123"
"Vienna 13th district, Hietzing <913> ",1971,"Other.","16.years.old.","12"
"Vienna 13th district, Hietzing <913> ",1981,"Other.","16.years.old.","16"
"Vienna 13th district, Hietzing <913> ",1991,"Other.","16.years.old.","17"
"Vienna 13th district, Hietzing <913> ",2001,"Other.","16.years.old.","24"
"Vienna 13th district, Hietzing <913> ",2002,"Other.","16.years.old.","25"
"Vienna 13th district, Hietzing <913> ",2003,"Other.","16.years.old.","26"
"Vienna 13th district, Hietzing <913> ",2004,"Other.","16.years.old.","25"
"Vienna 13th district, Hietzing <913> ",2005,"Other.","16.years.old.","18"
"Vienna 13th district, Hietzing <913> ",2006,"Other.","16.years.old.","30"
"Vienna 13th district, Hietzing <913> ",2007,"Other.","16.years.old.","24"
"Vienna 13th district, Hietzing <913> ",2008,"Other.","16.years.old.","26"
"Vienna 13th district, Hietzing <913> ",2009,"Other.","16.years.old.","27"
"Vienna 13th district, Hietzing <913> ",2010,"Other.","16.years.old.","27"
"Vienna 13th district, Hietzing <913> ",2011,"Other.","16.years.old.","27"
"Vienna 13th district, Hietzing <913> ",2012,"Other.","16.years.old.","23"
"Vienna 13th district, Hietzing <913> ",2013,"Other.","16.years.old.","30"
"Vienna 13th district, Hietzing <913> ",2014,"Other.","16.years.old.","49"
"Vienna 13th district, Hietzing <913> ",2015,"Other.","16.years.old.","44"
"Vienna 14th district, Penzing <914> ",1971,"Other.","16.years.old.","4"
"Vienna 14th district, Penzing <914> ",1981,"Other.","16.years.old.","9"
"Vienna 14th district, Penzing <914> ",1991,"Other.","16.years.old.","19"
"Vienna 14th district, Penzing <914> ",2001,"Other.","16.years.old.","31"
"Vienna 14th district, Penzing <914> ",2002,"Other.","16.years.old.","23"
"Vienna 14th district, Penzing <914> ",2003,"Other.","16.years.old.","39"
"Vienna 14th district, Penzing <914> ",2004,"Other.","16.years.old.","28"
"Vienna 14th district, Penzing <914> ",2005,"Other.","16.years.old.","40"
"Vienna 14th district, Penzing <914> ",2006,"Other.","16.years.old.","27"
"Vienna 14th district, Penzing <914> ",2007,"Other.","16.years.old.","36"
"Vienna 14th district, Penzing <914> ",2008,"Other.","16.years.old.","43"
"Vienna 14th district, Penzing <914> ",2009,"Other.","16.years.old.","48"
"Vienna 14th district, Penzing <914> ",2010,"Other.","16.years.old.","51"
"Vienna 14th district, Penzing <914> ",2011,"Other.","16.years.old.","49"
"Vienna 14th district, Penzing <914> ",2012,"Other.","16.years.old.","58"
"Vienna 14th district, Penzing <914> ",2013,"Other.","16.years.old.","56"
"Vienna 14th district, Penzing <914> ",2014,"Other.","16.years.old.","61"
"Vienna 14th district, Penzing <914> ",2015,"Other.","16.years.old.","72"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",1971,"Other.","16.years.old.","6"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",1981,"Other.","16.years.old.","12"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",1991,"Other.","16.years.old.","17"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2001,"Other.","16.years.old.","40"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2002,"Other.","16.years.old.","51"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2003,"Other.","16.years.old.","55"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2004,"Other.","16.years.old.","58"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2005,"Other.","16.years.old.","39"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2006,"Other.","16.years.old.","57"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2007,"Other.","16.years.old.","59"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2008,"Other.","16.years.old.","56"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2009,"Other.","16.years.old.","52"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2010,"Other.","16.years.old.","62"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2011,"Other.","16.years.old.","64"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2012,"Other.","16.years.old.","81"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2013,"Other.","16.years.old.","80"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2014,"Other.","16.years.old.","73"
"Vienna 15th distr.,Rudolfsheim0Fünfhaus<915> ",2015,"Other.","16.years.old.","84"
"Vienna 16th district, Ottakring <916> ",1971,"Other.","16.years.old.","12"
"Vienna 16th district, Ottakring <916> ",1981,"Other.","16.years.old.","6"
"Vienna 16th district, Ottakring <916> ",1991,"Other.","16.years.old.","13"
"Vienna 16th district, Ottakring <916> ",2001,"Other.","16.years.old.","28"
"Vienna 16th district, Ottakring <916> ",2002,"Other.","16.years.old.","43"
"Vienna 16th district, Ottakring <916> ",2003,"Other.","16.years.old.","45"
"Vienna 16th district, Ottakring <916> ",2004,"Other.","16.years.old.","54"
"Vienna 16th district, Ottakring <916> ",2005,"Other.","16.years.old.","38"
"Vienna 16th district, Ottakring <916> ",2006,"Other.","16.years.old.","48"
"Vienna 16th district, Ottakring <916> ",2007,"Other.","16.years.old.","41"
"Vienna 16th district, Ottakring <916> ",2008,"Other.","16.years.old.","49"
"Vienna 16th district, Ottakring <916> ",2009,"Other.","16.years.old.","49"
"Vienna 16th district, Ottakring <916> ",2010,"Other.","16.years.old.","61"
"Vienna 16th district, Ottakring <916> ",2011,"Other.","16.years.old.","66"
"Vienna 16th district, Ottakring <916> ",2012,"Other.","16.years.old.","69"
"Vienna 16th district, Ottakring <916> ",2013,"Other.","16.years.old.","85"
"Vienna 16th district, Ottakring <916> ",2014,"Other.","16.years.old.","93"
"Vienna 16th district, Ottakring <916> ",2015,"Other.","16.years.old.","87"
"Vienna 17th district, Hernals <917> ",1971,"Other.","16.years.old.","3"
"Vienna 17th district, Hernals <917> ",1981,"Other.","16.years.old.","10"
"Vienna 17th district, Hernals <917> ",1991,"Other.","16.years.old.","13"
"Vienna 17th district, Hernals <917> ",2001,"Other.","16.years.old.","24"
"Vienna 17th district, Hernals <917> ",2002,"Other.","16.years.old.","27"
"Vienna 17th district, Hernals <917> ",2003,"Other.","16.years.old.","30"
"Vienna 17th district, Hernals <917> ",2004,"Other.","16.years.old.","32"
"Vienna 17th district, Hernals <917> ",2005,"Other.","16.years.old.","56"
"Vienna 17th district, Hernals <917> ",2006,"Other.","16.years.old.","36"
"Vienna 17th district, Hernals <917> ",2007,"Other.","16.years.old.","31"
"Vienna 17th district, Hernals <917> ",2008,"Other.","16.years.old.","27"
"Vienna 17th district, Hernals <917> ",2009,"Other.","16.years.old.","45"
"Vienna 17th district, Hernals <917> ",2010,"Other.","16.years.old.","38"
"Vienna 17th district, Hernals <917> ",2011,"Other.","16.years.old.","50"
"Vienna 17th district, Hernals <917> ",2012,"Other.","16.years.old.","38"
"Vienna 17th district, Hernals <917> ",2013,"Other.","16.years.old.","68"
"Vienna 17th district, Hernals <917> ",2014,"Other.","16.years.old.","55"
"Vienna 17th district, Hernals <917> ",2015,"Other.","16.years.old.","71"
"Vienna 18th district, Währing <918> ",1971,"Other.","16.years.old.","6"
"Vienna 18th district, Währing <918> ",1981,"Other.","16.years.old.","22"
"Vienna 18th district, Währing <918> ",1991,"Other.","16.years.old.","24"
"Vienna 18th district, Währing <918> ",2001,"Other.","16.years.old.","21"
"Vienna 18th district, Währing <918> ",2002,"Other.","16.years.old.","31"
"Vienna 18th district, Währing <918> ",2003,"Other.","16.years.old.","32"
"Vienna 18th district, Währing <918> ",2004,"Other.","16.years.old.","30"
"Vienna 18th district, Währing <918> ",2005,"Other.","16.years.old.","32"
"Vienna 18th district, Währing <918> ",2006,"Other.","16.years.old.","28"
"Vienna 18th district, Währing <918> ",2007,"Other.","16.years.old.","37"
"Vienna 18th district, Währing <918> ",2008,"Other.","16.years.old.","41"
"Vienna 18th district, Währing <918> ",2009,"Other.","16.years.old.","46"
"Vienna 18th district, Währing <918> ",2010,"Other.","16.years.old.","40"
"Vienna 18th district, Währing <918> ",2011,"Other.","16.years.old.","42"
"Vienna 18th district, Währing <918> ",2012,"Other.","16.years.old.","38"
"Vienna 18th district, Währing <918> ",2013,"Other.","16.years.old.","55"
"Vienna 18th district, Währing <918> ",2014,"Other.","16.years.old.","45"
"Vienna 18th district, Währing <918> ",2015,"Other.","16.years.old.","65"
"Vienna 19th district, Döbling <919> ",1971,"Other.","16.years.old.","32"
"Vienna 19th district, Döbling <919> ",1981,"Other.","16.years.old.","41"
"Vienna 19th district, Döbling <919> ",1991,"Other.","16.years.old.","34"
"Vienna 19th district, Döbling <919> ",2001,"Other.","16.years.old.","35"
"Vienna 19th district, Döbling <919> ",2002,"Other.","16.years.old.","39"
"Vienna 19th district, Döbling <919> ",2003,"Other.","16.years.old.","48"
"Vienna 19th district, Döbling <919> ",2004,"Other.","16.years.old.","47"
"Vienna 19th district, Döbling <919> ",2005,"Other.","16.years.old.","42"
"Vienna 19th district, Döbling <919> ",2006,"Other.","16.years.old.","43"
"Vienna 19th district, Döbling <919> ",2007,"Other.","16.years.old.","48"
"Vienna 19th district, Döbling <919> ",2008,"Other.","16.years.old.","67"
"Vienna 19th district, Döbling <919> ",2009,"Other.","16.years.old.","57"
"Vienna 19th district, Döbling <919> ",2010,"Other.","16.years.old.","55"
"Vienna 19th district, Döbling <919> ",2011,"Other.","16.years.old.","65"
"Vienna 19th district, Döbling <919> ",2012,"Other.","16.years.old.","56"
"Vienna 19th district, Döbling <919> ",2013,"Other.","16.years.old.","62"
"Vienna 19th district, Döbling <919> ",2014,"Other.","16.years.old.","83"
"Vienna 19th district, Döbling <919> ",2015,"Other.","16.years.old.","83"
"Vienna 20th district, Brigittenau <920> ",1971,"Other.","16.years.old.","8"
"Vienna 20th district, Brigittenau <920> ",1981,"Other.","16.years.old.","13"
"Vienna 20th district, Brigittenau <920> ",1991,"Other.","16.years.old.","18"
"Vienna 20th district, Brigittenau <920> ",2001,"Other.","16.years.old.","46"
"Vienna 20th district, Brigittenau <920> ",2002,"Other.","16.years.old.","39"
"Vienna 20th district, Brigittenau <920> ",2003,"Other.","16.years.old.","55"
"Vienna 20th district, Brigittenau <920> ",2004,"Other.","16.years.old.","55"
"Vienna 20th district, Brigittenau <920> ",2005,"Other.","16.years.old.","61"
"Vienna 20th district, Brigittenau <920> ",2006,"Other.","16.years.old.","67"
"Vienna 20th district, Brigittenau <920> ",2007,"Other.","16.years.old.","53"
"Vienna 20th district, Brigittenau <920> ",2008,"Other.","16.years.old.","59"
"Vienna 20th district, Brigittenau <920> ",2009,"Other.","16.years.old.","81"
